DATE,DEXJPUS,DEXCAUS,DEXCHUS,SP500
2016-02-17,114.14,1.3682,6.527,1926.82
2016-02-18,113.62,1.3718,6.5163,1917.83
2016-02-19,112.42,1.3798,6.5202,1917.78
2016-02-22,113.12,1.3684,6.5197,1945.5
2016-02-23,112.17,1.3791,6.5263,1921.27
2016-02-24,111.36,1.3765,6.529,1929.8
2016-02-25,112.7,1.3572,6.532,1951.7
2016-02-26,113.78,1.3546,6.539,1948.05
2016-02-29,112.9,1.3522,6.5525,1932.23
2016-03-01,113.94,1.3404,6.55,1978.35
2016-03-02,113.81,1.3466,6.5499,1986.45
2016-03-03,113.53,1.3405,6.5312,1993.4
2016-03-04,113.91,1.3337,6.5064,1999.99
2016-03-07,113.6,1.33,6.5155,2001.76
2016-03-08,112.58,1.3388,6.5044,1979.26
2016-03-09,113.06,1.3233,6.5105,1989.26
2016-03-10,113.1,1.3372,6.507,1989.57
2016-03-11,113.66,1.3211,6.494,2022.19
2016-03-14,113.59,1.3291,6.4984,2019.64
2016-03-15,112.88,1.3355,6.511,2015.93
2016-03-16,113.69,1.3364,6.5189,2027.22
2016-03-17,111.3,1.2982,6.4745,2040.59
2016-03-18,111.38,1.298,6.4682,2049.58
2016-03-21,111.62,1.3067,6.4812,2051.6
2016-03-22,111.82,1.3051,6.4876,2049.8
2016-03-23,112.63,1.3199,6.5035,2036.71
2016-03-24,112.64,1.327,6.5124,2035.94
2016-03-25,113.05,1.3264,6.5131,
2016-03-28,113.29,1.3184,6.5051,2037.05
2016-03-29,113.33,1.3153,6.5063,2055.01
2016-03-30,112.6,1.2962,6.4648,2063.95
2016-03-31,112.42,1.2969,6.448,2059.74
2016-04-01,112.06,1.3047,6.4776,2072.78
2016-04-04,111.18,1.3037,6.4776,2066.13
2016-04-05,110.26,1.3175,6.476,2045.17
2016-04-06,109.63,1.3073,6.478,2066.66
2016-04-07,107.98,1.3163,6.4599,2041.91
2016-04-08,108.36,1.2994,6.4628,2047.6
2016-04-11,107.96,1.2912,6.458,2041.99
2016-04-12,108.54,1.28,6.4639,2061.72
2016-04-13,109.21,1.2789,6.4768,2082.42
2016-04-14,109.2,1.2835,6.481,2082.78
2016-04-15,108.76,1.2857,6.473,2080.73
2016-04-18,108.85,1.2815,6.4717,2094.34
2016-04-19,109.16,1.2654,6.4571,2100.8
2016-04-20,109.51,1.2623,6.4675,2102.4
2016-04-21,109.41,1.2713,6.481,2091.48
2016-04-22,111.5,1.2672,6.5004,2091.58
2016-04-25,111.08,1.2678,6.49,2087.79
2016-04-26,111.23,1.2614,6.4905,2091.7
2016-04-27,111.26,1.2637,6.494,2095.15
2016-04-28,108.55,1.2544,6.4735,2075.81
2016-04-29,106.9,1.2549,6.4738,2065.3
2016-05-02,106.48,1.2544,6.4738,2081.43
2016-05-03,106.34,1.2686,6.49,2063.37
2016-05-04,107.12,1.2882,6.4945,2051.12
2016-05-05,107.32,1.2855,6.5032,2050.63
2016-05-06,106.66,1.292,6.497,2057.14
2016-05-09,108.39,1.2994,6.514,2058.69
2016-05-10,109.22,1.2957,6.515,2084.39
2016-05-11,108.48,1.2834,6.491,2064.46
2016-05-12,108.73,1.2857,6.514,2064.11
2016-05-13,109.14,1.2939,6.5285,2046.61
2016-05-16,108.89,1.2886,6.5184,2066.66
2016-05-17,109.02,1.2884,6.517,2047.21
2016-05-18,109.65,1.2924,6.537,2047.63
2016-05-19,109.81,1.3114,6.544,2040.04
2016-05-20,110.52,1.3136,6.5485,2052.32
2016-05-23,109.47,1.3155,6.5533,2048.04
2016-05-24,110.0,1.3117,6.5552,2076.06
2016-05-25,110.22,1.3089,6.5538,2090.54
2016-05-26,109.74,1.298,6.554,2090.1
2016-05-27,109.86,1.3001,6.5615,2099.06
2016-05-30,,,,
2016-05-31,110.75,1.3097,6.5798,2096.96
2016-06-01,109.55,1.3089,6.5748,2099.33
2016-06-02,108.75,1.308,6.5815,2105.26
2016-06-03,106.88,1.2947,6.5638,2099.13
2016-06-06,107.33,1.2856,6.5611,2109.41
2016-06-07,107.3,1.2788,6.571,2112.13
2016-06-08,106.68,1.2694,6.56,2119.12
2016-06-09,106.54,1.2728,6.559,2115.48
2016-06-10,107.06,1.2734,6.559,2096.07
2016-06-13,106.07,1.2791,6.5823,2079.06
2016-06-14,106.02,1.2833,6.593,2075.32
2016-06-15,105.87,1.2912,6.5785,2071.5
2016-06-16,104.05,1.3039,6.5899,2077.99
2016-06-17,104.2,1.2875,6.5849,2071.22
2016-06-20,104.32,1.2807,6.5768,2083.25
2016-06-21,104.56,1.2817,6.5893,2088.9
2016-06-22,104.56,1.282,6.575,2085.45
2016-06-23,105.9,1.2749,6.574,2113.32
2016-06-24,102.26,1.2948,6.615,2037.41
2016-06-27,101.66,1.3076,6.6481,2000.54
2016-06-28,102.71,1.3086,6.645,2036.09
2016-06-29,102.68,1.299,6.635,2070.77
2016-06-30,102.77,1.301,6.6459,2098.86
2016-07-01,102.55,1.2897,6.6547,2102.95
2016-07-04,,,,
2016-07-05,101.58,1.295,6.677,2088.55
2016-07-06,101.12,1.3003,6.69,2099.73
2016-07-07,100.74,1.2984,6.679,2097.9
2016-07-08,100.65,1.3072,6.6878,2129.9
2016-07-11,102.66,1.3125,6.6917,2137.16
2016-07-12,104.72,1.3016,6.686,2152.14
2016-07-13,104.1,1.2962,6.6832,2152.43
2016-07-14,105.4,1.2916,6.6801,2163.75
2016-07-15,105.64,1.2978,6.6865,2161.74
2016-07-18,106.0,1.2984,6.7013,2166.89
2016-07-19,106.13,1.3027,6.6931,2163.78
2016-07-20,106.65,1.3037,6.676,2173.02
2016-07-21,105.98,1.3056,6.6735,2165.17
2016-07-22,106.22,1.3178,6.676,2175.03
2016-07-25,106.02,1.3224,6.6783,2168.48
2016-07-26,104.83,1.3207,6.669,2169.18
2016-07-27,105.65,1.3221,6.668,2166.58
2016-07-28,104.86,1.317,6.6538,2170.06
2016-07-29,102.32,1.304,6.6371,2173.6
2016-08-01,102.26,1.3096,6.6421,2170.84
2016-08-02,100.82,1.3087,6.6239,2157.03
2016-08-03,101.34,1.3078,6.632,2163.79
2016-08-04,101.08,1.3025,6.6388,2164.25
2016-08-05,101.74,1.3179,6.653,2182.87
2016-08-08,102.53,1.3162,6.6597,2180.89
2016-08-09,101.96,1.3116,6.653,2181.74
2016-08-10,101.27,1.3059,6.6345,2175.49
2016-08-11,101.46,1.3004,6.6274,2185.79
2016-08-12,101.01,1.2943,6.6324,2184.05
2016-08-15,101.02,1.2922,6.637,2190.15
2016-08-16,100.28,1.2861,6.624,2178.15
2016-08-17,100.24,1.2885,6.6328,2182.22
2016-08-18,100.07,1.2777,6.6297,2187.02
2016-08-19,100.24,1.2878,6.6515,2183.87
2016-08-22,100.25,1.2942,6.6475,2182.64
2016-08-23,100.2,1.2904,6.6378,2186.9
2016-08-24,100.5,1.2939,6.6562,2175.44
2016-08-25,100.58,1.2934,6.656,2172.47
2016-08-26,101.2,1.2944,6.669,2169.04
2016-08-29,102.13,1.3018,6.6775,2180.38
2016-08-30,102.92,1.3075,6.6778,2176.12
2016-08-31,103.38,1.3122,6.6776,2170.95
2016-09-01,103.22,1.3107,6.6713,2170.86
2016-09-02,104.18,1.2998,6.679,2179.98
2016-09-05,,,,
2016-09-06,102.28,1.2843,6.6722,2186.48
2016-09-07,101.72,1.2895,6.66,2186.16
2016-09-08,102.28,1.291,6.664,2181.3
2016-09-09,102.86,1.3034,6.6778,2127.81
2016-09-12,101.96,1.3076,6.6788,2159.04
2016-09-13,102.14,1.3167,6.6782,2127.02
2016-09-14,102.33,1.3187,6.6707,2125.77
2016-09-15,102.24,1.3145,6.6707,2147.26
2016-09-16,102.36,1.3212,6.6707,2139.16
2016-09-19,101.82,1.318,6.665,2139.12
2016-09-20,101.66,1.3228,6.67,2139.76
2016-09-21,100.62,1.3186,6.6695,2163.12
2016-09-22,100.8,1.3036,6.663,2177.18
2016-09-23,101.04,1.3163,6.669,2164.69
2016-09-26,100.34,1.3196,6.6683,2146.1
2016-09-27,100.36,1.3247,6.6691,2159.93
2016-09-28,100.57,1.3237,6.673,2171.37
2016-09-29,101.48,1.3101,6.665,2151.13
2016-09-30,101.21,1.3115,6.6685,2168.27
2016-10-03,101.54,1.3138,6.6685,2161.2
2016-10-04,102.66,1.3171,6.6685,2150.49
2016-10-05,103.53,1.3177,6.6685,2159.73
2016-10-06,104.02,1.3209,6.6685,2160.77
2016-10-07,103.42,1.3306,6.6685,2153.74
2016-10-10,,,,2163.66
2016-10-11,103.36,1.3235,6.719,2136.73
2016-10-12,104.48,1.3277,6.718,2139.18
2016-10-13,103.62,1.3219,6.7248,2132.55
2016-10-14,104.1,1.3169,6.7277,2132.98
2016-10-17,103.96,1.3135,6.735,2126.5
2016-10-18,103.8,1.3105,6.7401,2139.6
2016-10-19,103.3,1.3105,6.737,2144.29
2016-10-20,103.92,1.3197,6.7439,2141.34
2016-10-21,103.96,1.3324,6.7654,2141.16
2016-10-24,104.2,1.3387,6.7728,2151.33
2016-10-25,104.25,1.3333,6.778,2143.16
2016-10-26,104.42,1.3361,6.7706,2139.43
2016-10-27,105.14,1.3385,6.7819,2133.04
2016-10-28,105.4,1.3383,6.776,2126.41
2016-10-31,105.07,1.3403,6.7735,2126.15
2016-11-01,104.59,1.3377,6.763,2111.72
2016-11-02,103.22,1.3387,6.7606,2097.94
2016-11-03,103.17,1.3384,6.7612,2088.66
2016-11-04,103.02,1.3413,6.7534,2085.18
2016-11-07,104.6,1.338,6.774,2131.52
2016-11-08,104.98,1.3335,6.784,2139.56
2016-11-09,104.84,1.3406,6.7769,2163.26
2016-11-10,106.56,1.3474,6.7987,2167.48
2016-11-11,,,,2164.45
2016-11-14,108.3,1.3581,6.8447,2164.2
2016-11-15,108.94,1.3468,6.8556,2180.39
2016-11-16,109.16,1.3415,6.877,2176.94
2016-11-17,109.64,1.3429,6.8674,2187.12
2016-11-18,110.51,1.3518,6.8873,2181.9
2016-11-21,111.12,1.3432,6.8918,2198.18
2016-11-22,110.98,1.3444,6.888,2202.94
2016-11-23,112.58,1.3467,6.9195,2204.72
2016-11-24,,,,
2016-11-25,113.17,1.3512,6.9176,2213.35
2016-11-28,112.36,1.3401,6.9055,2201.72
2016-11-29,112.78,1.3435,6.8933,2204.66
2016-11-30,114.34,1.3425,6.8837,2198.81
2016-12-01,114.34,1.333,6.883,2191.08
2016-12-02,113.76,1.3298,6.883,2191.95
2016-12-05,114.1,1.3271,6.8775,2204.71
2016-12-06,113.98,1.3279,6.879,2212.23
2016-12-07,113.5,1.3251,6.878,2241.35
2016-12-08,114.16,1.322,6.8771,2246.19
2016-12-09,115.17,1.3162,6.9042,2259.53
2016-12-12,115.34,1.3137,6.9045,2256.96
2016-12-13,115.26,1.3119,6.8984,2271.72
2016-12-14,115.06,1.3123,6.9025,2253.28
2016-12-15,118.32,1.3397,6.941,2262.03
2016-12-16,117.74,1.3339,6.958,2258.07
2016-12-19,116.6,1.3395,6.9506,2262.53
2016-12-20,117.86,1.3376,6.947,2270.76
2016-12-21,117.79,1.3401,6.939,2265.18
2016-12-22,117.48,1.347,6.9473,2260.96
2016-12-23,117.22,1.3533,6.9432,2263.79
2016-12-26,,,,
2016-12-27,117.52,1.3553,6.9491,2268.88
2016-12-28,117.66,1.3555,6.9559,2249.92
2016-12-29,116.32,1.3488,6.9535,2249.26
2016-12-30,116.78,1.3426,6.943,2238.83
2017-01-02,,,,
2017-01-03,117.68,1.3437,6.9575,2257.83
2017-01-04,117.38,1.3293,6.9322,2270.75
2017-01-05,115.46,1.3216,6.887,2269.0
2017-01-06,116.85,1.3216,6.9176,2276.98
2017-01-09,116.07,1.322,6.935,2268.9
2017-01-10,115.74,1.3208,6.918,2268.9
2017-01-11,116.26,1.3219,6.9365,2275.32
2017-01-12,113.87,1.313,6.889,2270.44
2017-01-13,115.03,1.3134,6.8985,2274.64
2017-01-16,,,,
2017-01-17,112.96,1.306,6.852,2267.89
2017-01-18,113.4,1.3175,6.836,2271.89
2017-01-19,115.3,1.3327,6.868,2263.69
2017-01-20,,,,2271.31
2017-01-23,112.9,1.3283,6.8514,2265.2
2017-01-24,113.63,1.3152,6.8555,2280.07
2017-01-25,113.6,1.3074,6.8812,2298.37
2017-01-26,114.7,1.3104,6.8768,2296.68
2017-01-27,115.16,1.3108,6.8768,2294.69
2017-01-30,113.86,1.3092,6.8768,2280.9
2017-01-31,112.72,1.303,6.8768,2278.87
2017-02-01,113.29,1.3088,6.8768,2279.55
2017-02-02,112.48,1.3018,6.8768,2280.85
2017-02-03,112.42,1.3003,6.865,2297.42
2017-02-06,112.32,1.3116,6.86,2292.56
2017-02-07,112.14,1.3166,6.8821,2293.08
2017-02-08,111.74,1.3156,6.87,2294.67
2017-02-09,113.24,1.3139,6.866,2307.87
2017-02-10,113.22,1.3073,6.8775,2316.1
2017-02-13,113.79,1.3072,6.8776,2328.25
2017-02-14,114.34,1.3092,6.8649,2337.58
2017-02-15,114.17,1.3082,6.8685,2349.25
2017-02-16,113.36,1.3056,6.8517,2347.22
2017-02-17,112.86,1.3114,6.864,2351.16
2017-02-20,,,,
2017-02-21,113.48,1.3149,6.881,2365.38
2017-02-22,113.46,1.3188,6.8765,2362.82
2017-02-23,112.68,1.3109,6.8622,2363.81
2017-02-24,112.26,1.3106,6.8645,2367.34
2017-02-27,112.01,1.31,6.8675,2369.75
2017-02-28,112.06,1.3247,6.8665,2363.64
2017-03-01,113.66,1.3345,6.8794,2395.96
2017-03-02,114.45,1.3384,6.8868,2381.92
2017-03-03,114.6,1.3419,6.8954,2383.12
2017-03-06,113.92,1.341,6.8955,2375.31
2017-03-07,113.99,1.3413,6.9,2368.39
2017-03-08,114.58,1.3479,6.9113,2362.98
2017-03-09,114.71,1.3504,6.9086,2364.87
2017-03-10,115.02,1.3468,6.905,2372.6
2017-03-13,114.61,1.3453,6.905,2373.47
2017-03-14,114.63,1.3462,6.913,2365.45
2017-03-15,114.66,1.3451,6.9132,2385.26
2017-03-16,113.02,1.3316,6.913,2381.38
2017-03-17,112.67,1.3366,6.9,2378.25
2017-03-20,112.59,1.3357,6.905,2373.47
2017-03-21,111.9,1.3321,6.883,2344.02
2017-03-22,111.06,1.3347,6.8785,2348.45
2017-03-23,111.12,1.3332,6.8843,2345.96
2017-03-24,111.03,1.3373,6.8803,2343.98
2017-03-27,110.48,1.3367,6.8687,2341.59
2017-03-28,110.56,1.3363,6.8779,2358.57
2017-03-29,111.05,1.3372,6.8879,2361.13
2017-03-30,111.36,1.3278,6.887,2368.06
2017-03-31,111.41,1.3321,6.8832,2362.72
2017-04-03,110.96,1.3388,6.8832,2358.84
2017-04-04,110.74,1.3413,6.8832,2360.16
2017-04-05,111.2,1.341,6.892,2352.95
2017-04-06,111.02,1.3409,6.8955,2357.49
2017-04-07,110.76,1.3396,6.8978,2355.54
2017-04-10,110.95,1.3347,6.8988,2357.16
2017-04-11,109.74,1.3333,6.8893,2353.78
2017-04-12,109.54,1.3302,6.889,2344.93
2017-04-13,109.23,1.3266,6.8865,2328.95
2017-04-14,108.63,1.3316,6.8835,
2017-04-17,108.46,1.3277,6.88,2349.01
2017-04-18,108.4,1.3381,6.8778,2342.19
2017-04-19,109.06,1.3467,6.886,2338.17
2017-04-20,109.34,1.3479,6.88,2355.84
2017-04-21,109.08,1.3502,6.8845,2348.69
2017-04-24,109.74,1.3517,6.884,2374.15
2017-04-25,110.88,1.3614,6.8824,2388.61
2017-04-26,111.52,1.3591,6.8918,2387.45
2017-04-27,111.13,1.3664,6.8958,2388.77
2017-04-28,111.44,1.3669,6.89,2384.2
2017-05-01,111.78,1.3653,6.89,2388.33
2017-05-02,112.06,1.3742,6.8949,2391.17
2017-05-03,112.34,1.3705,6.8968,2388.13
2017-05-04,112.7,1.3745,6.8959,2389.52
2017-05-05,112.63,1.3699,6.9021,2399.29
2017-05-08,112.84,1.3712,6.904,2399.38
2017-05-09,114.19,1.3715,6.906,2396.92
2017-05-10,114.02,1.3652,6.9011,2399.63
2017-05-11,113.77,1.3693,6.9033,2394.44
2017-05-12,113.3,1.3717,6.8972,2390.9
2017-05-15,113.54,1.3648,6.89,2402.32
2017-05-16,113.24,1.359,6.884,2400.67
2017-05-17,111.46,1.3594,6.8773,2357.03
2017-05-18,110.82,1.3604,6.888,2365.72
2017-05-19,111.47,1.3537,6.883,2381.73
2017-05-22,111.15,1.3503,6.8828,2394.02
2017-05-23,111.64,1.3492,6.888,2398.42
2017-05-24,112.02,1.3454,6.8883,2404.39
2017-05-25,111.7,1.3457,6.8672,2415.07
2017-05-26,111.3,1.3454,6.8525,2415.82
2017-05-29,,,,
2017-05-30,110.68,1.3462,6.8525,2412.91
2017-05-31,110.71,1.3498,6.8098,2411.8
2017-06-01,111.24,1.3484,6.8029,2430.06
2017-06-02,110.49,1.35,6.8085,2439.07
2017-06-05,110.49,1.3484,6.803,2436.1
2017-06-06,109.34,1.3451,6.7945,2429.33
2017-06-07,109.54,1.3514,6.7935,2433.14
2017-06-08,110.1,1.3494,6.799,2433.79
2017-06-09,110.61,1.3434,6.797,2431.77
2017-06-12,109.72,1.3447,6.7974,2429.39
2017-06-13,110.12,1.3226,6.7981,2440.35
2017-06-14,109.16,1.3201,6.7888,2437.92
2017-06-15,110.66,1.3286,6.8061,2432.46
2017-06-16,110.84,1.3235,6.8097,2433.15
2017-06-19,111.34,1.3202,6.818,2453.46
2017-06-20,111.46,1.3268,6.8285,2437.03
2017-06-21,111.58,1.3323,6.8275,2435.61
2017-06-22,111.36,1.3236,6.8275,2434.5
2017-06-23,111.26,1.3263,6.8345,2438.3
2017-06-26,111.48,1.3228,6.8382,2439.07
2017-06-27,112.42,1.3176,6.81,2419.38
2017-06-28,112.18,1.3043,6.7984,2440.69
2017-06-29,112.32,1.301,6.784,2419.7
2017-06-30,112.4,1.2982,6.7793,2423.41
2017-07-03,113.32,1.3,6.7984,2429.01
2017-07-04,,,,
2017-07-05,113.2,1.2998,6.7995,2432.54
2017-07-06,113.28,1.2933,6.799,2409.75
2017-07-07,114.1,1.287,6.8039,2425.18
2017-07-10,114.08,1.2883,6.8026,2427.43
2017-07-11,114.2,1.2921,6.801,2425.53
2017-07-12,113.19,1.2768,6.7865,2443.25
2017-07-13,113.39,1.2739,6.7825,2447.83
2017-07-14,112.66,1.2655,6.7741,2459.27
2017-07-17,112.76,1.2673,6.769,2459.14
2017-07-18,111.89,1.2663,6.7451,2460.61
2017-07-19,111.77,1.2586,6.7511,2473.83
2017-07-20,111.68,1.2582,6.757,2473.45
2017-07-21,111.18,1.2545,6.7663,2472.54
2017-07-24,111.1,1.2519,6.7488,2469.91
2017-07-25,111.57,1.2512,6.7495,2477.13
2017-07-26,112.1,1.2506,6.753,2477.83
2017-07-27,111.62,1.2529,6.741,2475.42
2017-07-28,110.87,1.2436,6.7362,2472.1
2017-07-31,110.38,1.249,6.724,2470.3
2017-08-01,110.33,1.254,6.717,2476.35
2017-08-02,110.43,1.2544,6.72,2477.57
2017-08-03,110.12,1.2563,6.715,2472.16
2017-08-04,110.76,1.2639,6.7272,2476.83
2017-08-07,110.76,1.2684,6.7207,2480.91
2017-08-08,110.74,1.2658,6.7049,2474.92
2017-08-09,110.04,1.2711,6.672,2474.02
2017-08-10,109.37,1.2705,6.646,2438.21
2017-08-11,109.06,1.2689,6.6612,2441.32
2017-08-14,109.48,1.2698,6.6695,2465.84
2017-08-15,110.42,1.2745,6.6845,2464.61
2017-08-16,110.8,1.2708,6.69,2468.11
2017-08-17,109.88,1.265,6.673,2430.01
2017-08-18,109.32,1.2585,6.67,2425.55
2017-08-21,108.89,1.2587,6.663,2428.37
2017-08-22,109.4,1.2559,6.66,2452.51
2017-08-23,109.14,1.2558,6.6569,2444.04
2017-08-24,109.34,1.2528,6.66,2438.97
2017-08-25,109.24,1.2494,6.6465,2443.05
2017-08-28,109.22,1.2492,6.6084,2444.24
2017-08-29,109.02,1.2517,6.5945,2446.3
2017-08-30,110.2,1.2608,6.5918,2457.59
2017-08-31,110.06,1.2515,6.5888,2471.65
2017-09-01,110.09,1.2372,6.5552,2476.55
2017-09-04,,,,
2017-09-05,108.94,1.2355,6.5345,2457.85
2017-09-06,108.75,1.221,6.5221,2465.54
2017-09-07,108.26,1.2132,6.483,2465.1
2017-09-08,107.72,1.2131,6.4773,2461.43
2017-09-11,109.03,1.2136,6.5254,2488.11
2017-09-12,110.01,1.2154,6.5334,2496.48
2017-09-13,110.58,1.2192,6.54,2498.37
2017-09-14,110.66,1.2207,6.552,2495.62
2017-09-15,110.84,1.2183,6.55,2500.23
2017-09-18,111.48,1.2231,6.5725,2503.87
2017-09-19,111.49,1.2262,6.58,2506.65
2017-09-20,111.5,1.2267,6.57,2508.24
2017-09-21,112.3,1.2328,6.5861,2500.6
2017-09-22,112.01,1.2305,6.5899,2502.22
2017-09-25,111.64,1.2347,6.6189,2496.66
2017-09-26,112.16,1.2379,6.6371,2496.84
2017-09-27,112.76,1.2402,6.64,2507.04
2017-09-28,112.66,1.2473,6.6591,2510.06
2017-09-29,112.64,1.2509,6.6533,2519.36
2017-10-02,112.6,1.2507,6.6533,2529.12
2017-10-03,112.8,1.2498,6.6533,2534.58
2017-10-04,112.84,1.2479,6.6533,2537.74
2017-10-05,112.74,1.2548,6.6533,2552.07
2017-10-06,112.68,1.2543,6.6533,2549.33
2017-10-09,,,,2544.73
2017-10-10,112.15,1.2495,6.5712,2550.64
2017-10-11,112.35,1.2511,6.587,2555.24
2017-10-12,112.38,1.247,6.5855,2550.93
2017-10-13,111.94,1.2494,6.5785,2553.17
2017-10-16,111.72,1.2531,6.5885,2557.64
2017-10-17,112.32,1.2567,6.622,2559.36
2017-10-18,112.94,1.2473,6.625,2561.26
2017-10-19,112.54,1.2487,6.6126,2562.1
2017-10-20,113.5,1.2618,6.6185,2575.21
2017-10-23,113.66,1.2644,6.638,2564.98
2017-10-24,113.92,1.266,6.6335,2569.13
2017-10-25,113.7,1.2799,6.635,2557.15
2017-10-26,113.72,1.2821,6.6392,2560.4
2017-10-27,113.82,1.2871,6.6498,2581.07
2017-10-30,113.26,1.2835,6.6498,2572.83
2017-10-31,113.63,1.2894,6.6328,2575.26
2017-11-01,114.04,1.289,6.6018,2579.36
2017-11-02,113.84,1.2808,6.6068,2579.85
2017-11-03,114.25,1.2769,6.636,2587.84
2017-11-06,113.9,1.274,6.6311,2591.13
2017-11-07,113.9,1.2791,6.638,2590.64
2017-11-08,113.62,1.2727,6.6249,2594.38
2017-11-09,113.4,1.2693,6.6378,2584.62
2017-11-10,,,,2582.3
2017-11-13,113.62,1.2735,6.6385,2584.84
2017-11-14,113.5,1.2731,6.635,2578.87
2017-11-15,113.15,1.2783,6.62,2564.62
2017-11-16,112.89,1.2736,6.6273,2585.64
2017-11-17,111.98,1.2785,6.6245,2578.85
2017-11-20,112.49,1.2795,6.6245,2582.14
2017-11-21,112.46,1.2768,6.6265,2599.03
2017-11-22,111.62,1.2728,6.6086,2597.08
2017-11-23,,,,
2017-11-24,111.54,1.2705,6.5998,2602.42
2017-11-27,111.0,1.2745,6.5967,2601.42
2017-11-28,111.13,1.2804,6.6044,2627.04
2017-11-29,111.75,1.285,6.6091,2626.07
2017-11-30,112.3,1.2884,6.609,2647.58
2017-12-01,111.88,1.2705,6.6137,2642.22
2017-12-04,112.8,1.2696,6.6185,2639.44
2017-12-05,112.76,1.269,6.617,2629.57
2017-12-06,112.32,1.2788,6.6136,2629.27
2017-12-07,112.7,1.2832,6.6173,2636.98
2017-12-08,113.55,1.2867,6.6199,2651.5
2017-12-11,113.34,1.2845,6.6175,2659.99
2017-12-12,113.62,1.2884,6.621,2664.11
2017-12-13,113.19,1.2872,6.6171,2662.85
2017-12-14,112.56,1.2849,6.6091,2652.01
2017-12-15,112.68,1.2846,6.6088,2675.81
2017-12-18,112.4,1.2856,6.6088,2690.16
2017-12-19,112.98,1.29,6.6088,2681.47
2017-12-20,113.29,1.2846,6.5771,2679.25
2017-12-21,113.42,1.2717,6.5833,2684.57
2017-12-22,113.3,1.2748,6.575,2683.34
2017-12-25,,,,
2017-12-26,113.2,1.2685,6.5429,2680.5
2017-12-27,113.28,1.2645,6.556,2682.62
2017-12-28,112.85,1.2586,6.5322,2687.54
2017-12-29,112.69,1.2517,6.5063,2673.61
2018-01-01,,,,
2018-01-02,112.18,1.2507,6.491,2695.81
2018-01-03,112.28,1.2534,6.501,2713.06
2018-01-04,112.78,1.2522,6.4915,2723.99
2018-01-05,113.18,1.2396,6.4875,2743.15
2018-01-08,113.08,1.2424,6.497,2747.71
2018-01-09,112.57,1.2457,6.5263,2751.29
2018-01-10,111.48,1.2485,6.5055,2748.23
2018-01-11,111.35,1.2526,6.4956,2767.56
2018-01-12,111.23,1.2517,6.4607,2786.24
2018-01-15,,,,
2018-01-16,110.74,1.2422,6.4395,2776.42
2018-01-17,110.81,1.2443,6.433,2802.56
2018-01-18,110.88,1.2442,6.4175,2798.03
2018-01-19,110.56,1.2456,6.399,2810.3
2018-01-22,111.15,1.246,6.4035,2832.97
2018-01-23,110.46,1.2455,6.4,2839.13
2018-01-24,109.15,1.2357,6.365,2837.54
2018-01-25,108.7,1.2315,6.3189,2839.25
2018-01-26,108.38,1.232,6.3199,2872.87
2018-01-29,109.12,1.2339,6.3328,2853.53
2018-01-30,108.9,1.234,6.3199,2822.43
2018-01-31,109.31,1.2293,6.2841,2823.81
2018-02-01,109.5,1.228,6.2969,2821.98
2018-02-02,110.4,1.2393,6.2984,2762.13
2018-02-05,110.09,1.2483,6.285,2648.94
2018-02-06,109.18,1.2537,6.283,2695.14
2018-02-07,109.53,1.2545,6.2649,2681.66
2018-02-08,109.0,1.2603,6.3222,2581.0
2018-02-09,108.44,1.2599,6.2966,2619.55
2018-02-12,108.72,1.2612,6.325,2656.0
2018-02-13,107.59,1.26,6.338,2662.94
2018-02-14,107.0,1.2564,6.3438,2698.63
2018-02-15,106.36,1.2517,6.3438,2731.2
2018-02-16,106.1,1.2532,6.3438,2732.22
2018-02-19,,,,
2018-02-20,107.23,1.2624,6.3351,2716.26
2018-02-21,107.64,1.2678,6.3351,2701.33
2018-02-22,106.96,1.2705,6.3471,2703.96
2018-02-23,106.64,1.2659,6.3329,2747.3
2018-02-26,106.96,1.2691,6.3115,2779.6
2018-02-27,107.47,1.2748,6.3169,2744.28
2018-02-28,106.62,1.2806,6.328,2713.83
2018-03-01,106.91,1.284,6.3565,2677.67
2018-03-02,105.65,1.2882,6.3428,2691.25
2018-03-05,105.97,1.2982,6.3491,2720.94
2018-03-06,106.03,1.2892,6.3093,2728.12
2018-03-07,105.94,1.2993,6.3225,2726.8
2018-03-08,106.08,1.2936,6.3389,2738.97
2018-03-09,106.74,1.2822,6.3285,2786.57
2018-03-12,106.52,1.2835,6.327,2783.02
2018-03-13,106.64,1.2925,6.318,2765.31
2018-03-14,106.17,1.2946,6.314,2749.48
2018-03-15,106.07,1.3053,6.3202,2747.33
2018-03-16,106.1,1.3096,6.33,2752.01
2018-03-19,105.83,1.3089,6.3291,2712.92
2018-03-20,106.42,1.3083,6.3328,2716.94
2018-03-21,106.3,1.2957,6.32,2711.93
2018-03-22,105.34,1.293,6.331,2643.69
2018-03-23,104.83,1.287,6.311,2588.26
2018-03-26,105.0,1.2866,6.2685,2658.55
2018-03-27,105.72,1.2841,6.2781,2612.62
2018-03-28,106.3,1.2886,6.2946,2605.0
2018-03-29,106.27,1.2901,6.2876,2640.87
2018-03-30,106.2,1.2891,6.2726,
2018-04-02,105.99,1.2918,6.2785,2581.88
2018-04-03,106.45,1.28,6.2881,2614.45
2018-04-04,106.56,1.2801,6.3045,2644.69
2018-04-05,107.48,1.2777,6.3045,2662.84
2018-04-06,107.03,1.2763,6.3045,2604.47
